ID,Region,Name,Party,Date,Venue,Foundation,Reference,Coverage
461,Iran,Andrews,1,11/11/2011,House,Fairness,2,0.0073
461,Iran,Andrews,1,11/11/2011,House,Harm,2,0.0061
461,Iran,Andrews,1,11/11/2011,House,Ingroup,12,0.0405
461,Iran,Andrews,1,11/11/2011,House,Purity,4,0.0133
1622,Afghanistan,Baca,1,9/14/2001,House,Authority,2,0.1064
1622,Afghanistan,Baca,1,9/14/2001,House,Harm,1,0.0372
1622,Afghanistan,Baca,1,9/14/2001,House,Ingroup,1,0.0424
1622,Afghanistan,Baca,1,9/14/2001,House,Purity,3,0.1414
1457,Iraq,Baird,1,10/9/2002,House,Authority,3,0.0343
1457,Iraq,Baird,1,10/9/2002,House,Fairness,1,0.0131
1457,Iraq,Baird,1,10/9/2002,House,Harm,3,0.0377
1749,Afghanistan,Baldacci,1,9/14/2001,House,Authority,1,0.0508
1749,Afghanistan,Baldacci,1,9/14/2001,House,Harm,1,0.039
1749,Afghanistan,Baldacci,1,9/14/2001,House,Purity,1,0.075
1339,Iraq,Baldacci,1,10/10/2002,House,Authority,1,0.0202
1339,Iraq,Baldacci,1,10/10/2002,House,Harm,1,0.0129
1339,Iraq,Baldacci,1,10/10/2002,House,Ingroup,1,0.0136
1754,Afghanistan,Baldwin,1,9/14/2001,House,Authority,1,0.0367
1754,Afghanistan,Baldwin,1,9/14/2001,House,Fairness,4,0.1026
1754,Afghanistan,Baldwin,1,9/14/2001,House,Harm,2,0.059
1754,Afghanistan,Baldwin,1,9/14/2001,House,Ingroup,1,0.0393
1754,Afghanistan,Baldwin,1,9/14/2001,House,Purity,1,0.0316
741,Iraq,Baldwin,1,3/6/2003,House,Authority,1,0.0146
741,Iraq,Baldwin,1,3/6/2003,House,Harm,8,0.1481
741,Iraq,Baldwin,1,3/6/2003,House,Ingroup,2,0.0486
482,Iraq,Baucus,1,10/10/2002,Senate,Authority,1,0.0238
482,Iraq,Baucus,1,10/10/2002,Senate,Ingroup,1,0.0296
369,Iraq,Bayh,1,10/8/2002,Senate,Authority,2,0.009
369,Iraq,Bayh,1,10/8/2002,Senate,Fairness,2,0.0088
369,Iraq,Bayh,1,10/8/2002,Senate,Harm,11,0.0458
369,Iraq,Bayh,1,10/8/2002,Senate,Ingroup,1,0.0036
369,Iraq,Bayh,1,10/8/2002,Senate,Purity,1,0.0043
1624,Afghanistan,Becerra,1,9/14/2001,House,Ingroup,2,0.1116
1459,Iraq,Becerra,1,10/9/2002,House,Authority,3,0.0355
1459,Iraq,Becerra,1,10/9/2002,House,Harm,14,0.1729
1459,Iraq,Becerra,1,10/9/2002,House,Ingroup,1,0.01
1459,Iraq,Becerra,1,10/9/2002,House,Purity,1,0.0117
6,Syria,Begich,1,8/1/2013,Senate,Authority,4,0.03
6,Syria,Begich,1,8/1/2013,Senate,Fairness,2,0.0179
6,Syria,Begich,1,8/1/2013,Senate,Harm,6,0.0494
6,Syria,Begich,1,8/1/2013,Senate,Purity,2,0.0199
1593,Afghanistan,Berkley,1,9/14/2001,House,Fairness,1,0.0427
1593,Afghanistan,Berkley,1,9/14/2001,House,Harm,3,0.1355
1593,Afghanistan,Berkley,1,9/14/2001,House,Ingroup,1,0.0433
1460,Iraq,Berkley,1,10/9/2002,House,Harm,2,0.0446
1460,Iraq,Berkley,1,10/9/2002,House,Purity,1,0.021
564,Iran,Berkley,1,4/14/2010,House,Authority,1,0.0393
1362,Iraq,Berman,1,3/23/2000,House Hearings,Authority,1,0.0225
1362,Iraq,Berman,1,3/23/2000,House Hearings,Harm,3,0.0744
1192,Russia,Berman,1,9/27/2000,House Hearings,Authority,2,0.0333
1192,Russia,Berman,1,9/27/2000,House Hearings,Fairness,1,0.0239
1812,Russia,Berman,1,9/27/2000,House Hearings,Authority,2,0.0348
1812,Russia,Berman,1,9/27/2000,House Hearings,Fairness,1,0.0249
1578,Afghanistan,Berman,1,9/14/2001,House,Harm,4,0.0658
1578,Afghanistan,Berman,1,9/14/2001,House,Purity,2,0.0315
1422,Iraq,Berman,1,10/10/2002,House,Harm,3,0.062
1377,Iran,Berman,1,3/15/2007,House Hearings,Authority,2,0.0053
1377,Iran,Berman,1,3/15/2007,House Hearings,Fairness,3,0.0084
1377,Iran,Berman,1,3/15/2007,House Hearings,Harm,5,0.0205
1377,Iran,Berman,1,3/15/2007,House Hearings,Ingroup,2,0.0081
1142,Iran,Berman,1,7/9/2008,House Hearings,Authority,4,0.0141
1142,Iran,Berman,1,7/9/2008,House Hearings,Fairness,1,0.0045
1142,Iran,Berman,1,7/9/2008,House Hearings,Ingroup,8,0.0283
1768,Iran,Berman,1,9/26/2008,House,Authority,1,0.0131
1768,Iran,Berman,1,9/26/2008,House,Ingroup,1,0.0101
1944,Russia,Berman,1,11/9/2008,House Hearings,Authority,7,0.0156
1944,Russia,Berman,1,11/9/2008,House Hearings,Fairness,4,0.0082
1944,Russia,Berman,1,11/9/2008,House Hearings,Harm,3,0.0062
1944,Russia,Berman,1,11/9/2008,House Hearings,Ingroup,6,0.013
1944,Russia,Berman,1,11/9/2008,House Hearings,Purity,3,0.0069
1601,Iran,Berman,1,10/13/2009,House,Fairness,1,0.0433
1141,Libya,Berman,1,3/31/2011,House Hearings,Authority,3,0.016
1141,Libya,Berman,1,3/31/2011,House Hearings,Harm,6,0.0367
1141,Libya,Berman,1,3/31/2011,House Hearings,Ingroup,2,0.0126
1272,Libya,Berman,1,5/25/2011,House Hearings,Authority,3,0.0182
1272,Libya,Berman,1,5/25/2011,House Hearings,Harm,11,0.08
997,Libya,Berman,1,6/3/2011,House,Authority,6,0.0289
997,Libya,Berman,1,6/3/2011,House,Harm,8,0.0413
997,Libya,Berman,1,6/3/2011,House,Ingroup,2,0.0088
1067,Libya,Berman,1,6/24/2011,House,Authority,2,0.0275
1067,Libya,Berman,1,6/24/2011,House,Fairness,2,0.0221
1067,Libya,Berman,1,6/24/2011,House,Harm,3,0.0352
1067,Libya,Berman,1,6/24/2011,House,Ingroup,1,0.0107
1965,Russia,Berman,1,7/7/2011,House Hearings,Authority,5,0.0389
1965,Russia,Berman,1,7/7/2011,House Hearings,Fairness,4,0.0313
1965,Russia,Berman,1,7/7/2011,House Hearings,Harm,1,0.0073
1965,Russia,Berman,1,7/7/2011,House Hearings,Ingroup,1,0.0084
13,Iran,Berman,1,10/14/2011,House Hearings,Authority,4,0.0274
13,Iran,Berman,1,10/14/2011,House Hearings,Fairness,1,0.0062
13,Iran,Berman,1,10/14/2011,House Hearings,Harm,1,0.0064
13,Iran,Berman,1,10/14/2011,House Hearings,Ingroup,2,0.0151
13,Iran,Berman,1,10/14/2011,House Hearings,Purity,1,0.007
905,Iran,Berman,1,10/14/2011,House Hearings,Authority,1,0.0222
1846,Russia,Berman,1,5/12/1999,House Hearings,Authority,2,0.0407
1913,Russia,Berman,1,10/6/1999,House Hearings,Authority,4,0.052
1913,Russia,Berman,1,10/6/1999,House Hearings,Ingroup,3,0.0389
194,Iran,Biden,1,2/22/2000,Senate,Authority,4,0.021
194,Iran,Biden,1,2/22/2000,Senate,Harm,2,0.0081
194,Iran,Biden,1,2/22/2000,Senate,Purity,1,0.0047
2276,Russia,Biden,1,3/1/2000,Senate Hearings,Authority,1,0.0087
2276,Russia,Biden,1,3/1/2000,Senate Hearings,Fairness,1,0.0111
2276,Russia,Biden,1,3/1/2000,Senate Hearings,Harm,2,0.0239
2162,Iraq,Biden,1,3/22/2000,Senate Hearings,Authority,5,0.0245
2162,Iraq,Biden,1,3/22/2000,Senate Hearings,Ingroup,3,0.0137
56,North Korea,Biden,1,3/7/2001,Senate,Authority,3,0.0075
56,North Korea,Biden,1,3/7/2001,Senate,Fairness,1,0.0029
56,North Korea,Biden,1,3/7/2001,Senate,Harm,5,0.0141
56,North Korea,Biden,1,3/7/2001,Senate,Ingroup,6,0.0176
56,North Korea,Biden,1,3/7/2001,Senate,Purity,3,0.0094
2292,North Korea,Biden,1,5/23/2001,Senate Hearings,Authority,3,0.0331
2292,North Korea,Biden,1,5/23/2001,Senate Hearings,Harm,2,0.014
2292,North Korea,Biden,1,5/23/2001,Senate Hearings,Ingroup,2,0.0143
12,Afghanistan,Biden,1,10/3/2001,Senate,Authority,4,0.0138
12,Afghanistan,Biden,1,10/3/2001,Senate,Fairness,6,0.0209
12,Afghanistan,Biden,1,10/3/2001,Senate,Harm,12,0.0383
12,Afghanistan,Biden,1,10/3/2001,Senate,Ingroup,1,0.0035
12,Afghanistan,Biden,1,10/3/2001,Senate,Purity,2,0.0069
1985,Afghanistan,Biden,1,12/6/2001,Senate Hearings,Authority,11,0.0167
1985,Afghanistan,Biden,1,12/6/2001,Senate Hearings,Fairness,2,0.0029
1985,Afghanistan,Biden,1,12/6/2001,Senate Hearings,Harm,10,0.0159
1985,Afghanistan,Biden,1,12/6/2001,Senate Hearings,Ingroup,10,0.015
1985,Afghanistan,Biden,1,12/6/2001,Senate Hearings,Purity,2,0.0028
1997,Afghanistan,Biden,1,6/26/2002,Senate Hearings,Authority,5,0.0145
1997,Afghanistan,Biden,1,6/26/2002,Senate Hearings,Fairness,2,0.0058
1997,Afghanistan,Biden,1,6/26/2002,Senate Hearings,Harm,2,0.0047
1997,Afghanistan,Biden,1,6/26/2002,Senate Hearings,Ingroup,4,0.0146
2182,Iraq,Biden,1,7/31/2002,Senate Hearings,Authority,18,0.0095
2182,Iraq,Biden,1,7/31/2002,Senate Hearings,Fairness,10,0.0051
2182,Iraq,Biden,1,7/31/2002,Senate Hearings,Harm,22,0.0118
2182,Iraq,Biden,1,7/31/2002,Senate Hearings,Ingroup,21,0.0117
2182,Iraq,Biden,1,7/31/2002,Senate Hearings,Purity,2,0.0011
517,Iraq,Biden,1,10/9/2002,Senate,Authority,4,0.0261
517,Iraq,Biden,1,10/9/2002,Senate,Fairness,1,0.005
517,Iraq,Biden,1,10/9/2002,Senate,Harm,19,0.0922
517,Iraq,Biden,1,10/9/2002,Senate,Purity,1,0.005
405,Iraq,Biden,1,10/10/2002,Senate,Authority,8,0.0096
405,Iraq,Biden,1,10/10/2002,Senate,Fairness,4,0.0042
405,Iraq,Biden,1,10/10/2002,Senate,Harm,57,0.0593
405,Iraq,Biden,1,10/10/2002,Senate,Ingroup,1,0.0013
405,Iraq,Biden,1,10/10/2002,Senate,Purity,4,0.0048
10,Iraq,Biden,1,1/17/2003,Senate,Harm,4,0.0703
10,Iraq,Biden,1,1/17/2003,Senate,Ingroup,1,0.0198
9,North Korea,Biden,1,1/17/2003,Senate,Ingroup,2,0.0275
11,Iraq,Biden,1,1/28/2003,Senate,Authority,5,0.0187
11,Iraq,Biden,1,1/28/2003,Senate,Fairness,3,0.0078
11,Iraq,Biden,1,1/28/2003,Senate,Harm,28,0.0777
11,Iraq,Biden,1,1/28/2003,Senate,Ingroup,2,0.0061
11,Iraq,Biden,1,1/28/2003,Senate,Purity,3,0.0077
2341,North Korea,Biden,1,2/4/2003,Senate Hearings,Authority,3,0.0063
2341,North Korea,Biden,1,2/4/2003,Senate Hearings,Fairness,5,0.012
2341,North Korea,Biden,1,2/4/2003,Senate Hearings,Harm,2,0.004
2341,North Korea,Biden,1,2/4/2003,Senate Hearings,Ingroup,4,0.0096
2341,North Korea,Biden,1,2/4/2003,Senate Hearings,Purity,1,0.0024
8,North Korea,Biden,1,2/6/2003,Senate,Authority,9,0.0223
8,North Korea,Biden,1,2/6/2003,Senate,Fairness,5,0.0141
8,North Korea,Biden,1,2/6/2003,Senate,Harm,8,0.0175
8,North Korea,Biden,1,2/6/2003,Senate,Ingroup,1,0.0026
8,North Korea,Biden,1,2/6/2003,Senate,Purity,1,0.002
2392,North Korea,Biden,1,3/6/2003,Senate Hearings,Authority,10,0.0235
2392,North Korea,Biden,1,3/6/2003,Senate Hearings,Fairness,2,0.0052
2392,North Korea,Biden,1,3/6/2003,Senate Hearings,Harm,4,0.009
2392,North Korea,Biden,1,3/6/2003,Senate Hearings,Ingroup,1,0.0022
2032,Iran,Biden,1,10/28/2003,Senate Hearings,Authority,3,0.0084
2032,Iran,Biden,1,10/28/2003,Senate Hearings,Fairness,1,0.0036
2032,Iran,Biden,1,10/28/2003,Senate Hearings,Harm,1,0.0035
2032,Iran,Biden,1,10/28/2003,Senate Hearings,Ingroup,1,0.0029
2006,Syria,Biden,1,10/30/2003,Senate Hearings,Authority,2,0.0055
2006,Syria,Biden,1,10/30/2003,Senate Hearings,Fairness,6,0.0162
2006,Syria,Biden,1,10/30/2003,Senate Hearings,Harm,1,0.0022
2006,Syria,Biden,1,10/30/2003,Senate Hearings,Ingroup,1,0.0024
2137,Sudan,Biden,1,6/15/2004,Senate Hearings,Fairness,1,0.0162
2137,Sudan,Biden,1,6/15/2004,Senate Hearings,Harm,4,0.0481
19,Russia,Biden,1,6/17/2004,Senate,Authority,2,0.0187
19,Russia,Biden,1,6/17/2004,Senate,Fairness,4,0.0393
19,Russia,Biden,1,6/17/2004,Senate,Harm,1,0.0086
19,Russia,Biden,1,6/17/2004,Senate,Ingroup,1,0.0069
19,Russia,Biden,1,6/17/2004,Senate,Purity,1,0.0104
2357,North Korea,Biden,1,7/15/2004,Senate Hearings,Authority,7,0.0258
2357,North Korea,Biden,1,7/15/2004,Senate Hearings,Fairness,4,0.0137
2357,North Korea,Biden,1,7/15/2004,Senate Hearings,Ingroup,3,0.0112
18,Iran,Biden,1,7/22/2004,Senate,Authority,1,0.0081
18,Iran,Biden,1,7/22/2004,Senate,Harm,1,0.0102
18,Iran,Biden,1,7/22/2004,Senate,Ingroup,1,0.0087
18,Iran,Biden,1,7/22/2004,Senate,Purity,1,0.0103
2469,Sudan,Biden,1,9/9/2004,Senate Hearings,Authority,5,0.0257
2469,Sudan,Biden,1,9/9/2004,Senate Hearings,Fairness,2,0.0154
2469,Sudan,Biden,1,9/9/2004,Senate Hearings,Harm,4,0.0212
2469,Sudan,Biden,1,9/9/2004,Senate Hearings,Ingroup,2,0.0095
2477,Sudan,Biden,1,9/28/2005,Senate Hearings,Authority,1,0.0035
2477,Sudan,Biden,1,9/28/2005,Senate Hearings,Harm,2,0.0072
2017,Iran,Biden,1,3/2/2006,Senate Hearings,Authority,2,0.0158
2017,Iran,Biden,1,3/2/2006,Senate Hearings,Ingroup,1,0.008
2050,Iran,Biden,1,3/29/2007,Senate Hearings,Authority,8,0.0379
2050,Iran,Biden,1,3/29/2007,Senate Hearings,Fairness,4,0.0206
2050,Iran,Biden,1,3/29/2007,Senate Hearings,Harm,3,0.0164
2050,Iran,Biden,1,3/29/2007,Senate Hearings,Purity,1,0.0043
2408,Sudan,Biden,1,4/11/2007,Senate Hearings,Authority,4,0.0108
2408,Sudan,Biden,1,4/11/2007,Senate Hearings,Fairness,2,0.0047
2408,Sudan,Biden,1,4/11/2007,Senate Hearings,Harm,4,0.0084
2408,Sudan,Biden,1,4/11/2007,Senate Hearings,Ingroup,6,0.0168
93,Sudan,Biden,1,5/24/2007,Senate,Harm,1,0.0228
94,Iraq,Biden,1,5/24/2007,Senate,Harm,1,0.0723
2294,Russia,Biden,1,6/21/2007,Senate Hearings,Authority,7,0.0283
2294,Russia,Biden,1,6/21/2007,Senate Hearings,Fairness,2,0.0082
2294,Russia,Biden,1,6/21/2007,Senate Hearings,Harm,4,0.0163
2294,Russia,Biden,1,6/21/2007,Senate Hearings,Ingroup,4,0.0193
2433,Sudan,Biden,1,4/23/2008,Senate Hearings,Authority,10,0.02
2433,Sudan,Biden,1,4/23/2008,Senate Hearings,Fairness,3,0.0072
2433,Sudan,Biden,1,4/23/2008,Senate Hearings,Harm,6,0.013
2433,Sudan,Biden,1,4/23/2008,Senate Hearings,Ingroup,5,0.0115
2433,Sudan,Biden,1,4/23/2008,Senate Hearings,Purity,4,0.0082
2044,Iran,Biden,1,7/9/2008,Senate Hearings,Authority,8,0.0248
2044,Iran,Biden,1,7/9/2008,Senate Hearings,Fairness,3,0.011
2044,Iran,Biden,1,7/9/2008,Senate Hearings,Harm,1,0.0032
2044,Iran,Biden,1,7/9/2008,Senate Hearings,Ingroup,7,0.0212
58,North Korea,Biden,1,9/22/2008,Senate,Authority,2,0.0272
58,North Korea,Biden,1,9/22/2008,Senate,Fairness,12,0.1486
58,North Korea,Biden,1,9/22/2008,Senate,Harm,1,0.0127
58,North Korea,Biden,1,9/22/2008,Senate,Ingroup,2,0.0243
188,Iraq,Biden,1,2/12/1998,Senate,Authority,8,0.044
188,Iraq,Biden,1,2/12/1998,Senate,Harm,7,0.0341
188,Iraq,Biden,1,2/12/1998,Senate,Ingroup,2,0.0087
55,Kosovo,Biden,1,3/6/1998,Senate,Authority,1,0.0177
55,Kosovo,Biden,1,3/6/1998,Senate,Fairness,1,0.0191
55,Kosovo,Biden,1,3/6/1998,Senate,Harm,2,0.0404
55,Kosovo,Biden,1,3/6/1998,Senate,Ingroup,1,0.0166
2148,Kosovo,Biden,1,5/6/1998,Senate Hearings,Authority,3,0.0088
2148,Kosovo,Biden,1,5/6/1998,Senate Hearings,Fairness,3,0.0093
2148,Kosovo,Biden,1,5/6/1998,Senate Hearings,Harm,4,0.0108
2148,Kosovo,Biden,1,5/6/1998,Senate Hearings,Ingroup,6,0.0201
334,Iran,Biden,1,5/22/1998,Senate,Authority,10,0.0304
334,Iran,Biden,1,5/22/1998,Senate,Fairness,4,0.0117
334,Iran,Biden,1,5/22/1998,Senate,Harm,4,0.0112
334,Iran,Biden,1,5/22/1998,Senate,Ingroup,5,0.0135
334,Iran,Biden,1,5/22/1998,Senate,Purity,1,0.0022
54,Kosovo,Biden,1,6/17/1998,Senate,Authority,8,0.03
54,Kosovo,Biden,1,6/17/1998,Senate,Fairness,3,0.0112
54,Kosovo,Biden,1,6/17/1998,Senate,Harm,8,0.032
54,Kosovo,Biden,1,6/17/1998,Senate,Ingroup,6,0.0236
54,Kosovo,Biden,1,6/17/1998,Senate,Purity,3,0.0122
2155,Kosovo,Biden,1,6/24/1998,Senate Hearings,Authority,3,0.0149
2155,Kosovo,Biden,1,6/24/1998,Senate Hearings,Harm,4,0.0185
2155,Kosovo,Biden,1,6/24/1998,Senate Hearings,Ingroup,1,0.0054
57,Kosovo,Biden,1,10/14/1998,Senate,Authority,4,0.0157
57,Kosovo,Biden,1,10/14/1998,Senate,Fairness,1,0.0035
57,Kosovo,Biden,1,10/14/1998,Senate,Harm,5,0.0177
57,Kosovo,Biden,1,10/14/1998,Senate,Ingroup,5,0.0192
247,Kosovo,Biden,1,3/22/1999,Senate,Authority,14,0.0215
247,Kosovo,Biden,1,3/22/1999,Senate,Fairness,6,0.0086
247,Kosovo,Biden,1,3/22/1999,Senate,Harm,22,0.0311
247,Kosovo,Biden,1,3/22/1999,Senate,Ingroup,8,0.0111
289,Kosovo,Biden,1,3/23/1999,Senate,Authority,2,0.0115
289,Kosovo,Biden,1,3/23/1999,Senate,Fairness,3,0.0213
289,Kosovo,Biden,1,3/23/1999,Senate,Harm,4,0.0251
289,Kosovo,Biden,1,3/23/1999,Senate,Ingroup,1,0.0051
413,Iraq,Bingaman,1,10/10/2002,Senate,Authority,1,0.0092
413,Iraq,Bingaman,1,10/10/2002,Senate,Harm,7,0.0737
413,Iraq,Bingaman,1,10/10/2002,Senate,Ingroup,1,0.0113
15,Iraq,Bingaman,1,1/30/2003,Senate,Harm,8,0.0869
1461,Iraq,Bishop,1,10/9/2002,House,Harm,3,0.0419
1461,Iraq,Bishop,1,10/9/2002,House,Purity,1,0.0162
1564,Afghanistan,Blumenauer,1,9/14/2001,House,Fairness,1,0.032
1564,Afghanistan,Blumenauer,1,9/14/2001,House,Harm,2,0.1007
1327,Iraq,Blumenauer,1,10/10/2002,House,Authority,1,0.0307
1327,Iraq,Blumenauer,1,10/10/2002,House,Harm,3,0.096
1327,Iraq,Blumenauer,1,10/10/2002,House,Ingroup,1,0.0404
830,Sudan,Blumenauer,1,7/21/2004,House,Harm,1,0.0266
1799,North Korea,Blumenauer,1,2/17/2005,House Hearings,Harm,1,0.0205
1100,Syria,Blumenauer,1,3/16/2005,House,Authority,2,0.0238
1100,Syria,Blumenauer,1,3/16/2005,House,Fairness,2,0.0243
1893,Sudan,Blumenauer,1,6/22/2005,House Hearings,Ingroup,1,0.0525
566,Sudan,Blumenauer,1,12/8/2005,House,Ingroup,1,0.0602
713,Iran,Blumenauer,1,4/26/2006,House,Authority,2,0.0162
713,Iran,Blumenauer,1,4/26/2006,House,Harm,4,0.0294
1830,Sudan,Blumenauer,1,5/18/2006,House Hearings,Ingroup,3,0.1086
1776,Iran,Blumenauer,1,9/28/2006,House,Authority,1,0.0095
1776,Iran,Blumenauer,1,9/28/2006,House,Fairness,2,0.0205
1776,Iran,Blumenauer,1,9/28/2006,House,Harm,1,0.0118
1024,Libya,Blumenauer,1,6/3/2011,House,Purity,2,0.0572
1112,Kosovo,Bonior,1,3/17/1998,House,Ingroup,2,0.0546
1112,Kosovo,Bonior,1,3/17/1998,House,Purity,1,0.0324
1719,Afghanistan,Bonior,1,9/14/2001,House,Fairness,1,0.0277
1719,Afghanistan,Bonior,1,9/14/2001,House,Ingroup,2,0.0782
567,Kosovo,Bonior,1,3/10/1998,House,Fairness,1,0.0311
567,Kosovo,Bonior,1,3/10/1998,House,Purity,1,0.0277
1609,North Korea,Bordallo,1,9/29/2006,House,Authority,1,0.0186
1609,North Korea,Bordallo,1,9/29/2006,House,Fairness,2,0.0457
1609,North Korea,Bordallo,1,9/29/2006,House,Ingroup,3,0.0655
1739,Afghanistan,Borski,1,9/14/2001,House,Authority,1,0.0195
1739,Afghanistan,Borski,1,9/14/2001,House,Fairness,2,0.0346
1739,Afghanistan,Borski,1,9/14/2001,House,Harm,4,0.0742
1226,Iraq,Borski,1,10/9/2002,House,Authority,2,0.0204
1226,Iraq,Borski,1,10/9/2002,House,Fairness,1,0.0099
1226,Iraq,Borski,1,10/9/2002,House,Harm,2,0.0302
1226,Iraq,Borski,1,10/9/2002,House,Ingroup,3,0.0317
1465,Iraq,Boswell,1,10/9/2002,House,Authority,2,0.0192
1465,Iraq,Boswell,1,10/9/2002,House,Fairness,1,0.0106
1465,Iraq,Boswell,1,10/9/2002,House,Harm,2,0.0161
1465,Iraq,Boswell,1,10/9/2002,House,Ingroup,4,0.0397
2493,Sudan,Boxer,1,6/11/2002,Senate Hearings,Authority,2,0.0711
2493,Sudan,Boxer,1,6/11/2002,Senate Hearings,Fairness,4,0.1333
2493,Sudan,Boxer,1,6/11/2002,Senate Hearings,Harm,4,0.1319
1998,Afghanistan,Boxer,1,6/26/2002,Senate Hearings,Authority,1,0.0104
1998,Afghanistan,Boxer,1,6/26/2002,Senate Hearings,Fairness,1,0.0095
1998,Afghanistan,Boxer,1,6/26/2002,Senate Hearings,Harm,1,0.009
1998,Afghanistan,Boxer,1,6/26/2002,Senate Hearings,Ingroup,4,0.0417
2183,Iraq,Boxer,1,7/31/2002,Senate Hearings,Harm,1,0.0193
427,Iraq,Boxer,1,10/10/2002,Senate,Authority,1,0.0096
427,Iraq,Boxer,1,10/10/2002,Senate,Harm,6,0.0403
427,Iraq,Boxer,1,10/10/2002,Senate,Ingroup,2,0.0198
