"","ID","Region","Name","Party","Date","Venue","Foundation","Reference","Coverage"
"704",583,"Iran","DavisCA",1,"9/20/2006","House","Harm",2,0.0408
"708",582,"Iraq","DavisIL",1,"2/5/2003","House","Harm",2,0.228
"710",837,"Sudan","DavisIL",1,"7/21/2004","House","Harm",3,0.0254
"711",584,"Sudan","DavisIL",1,"11/1/2007","House","Harm",2,0.1143
"713",411,"Iraq","Dayton",1,"10/10/2002","Senate","Harm",15,0.0968
"716",78,"Iraq","Dayton",1,"2/13/2003","Senate","Harm",8,0.0519
"719",1138,"Afghanistan","DeFazio",1,"9/14/2001","House","Harm",13,0.1584
"720",1628,"Afghanistan","DeFazio",1,"9/14/2001","House","Harm",2,0.0902
"722",587,"Iraq","DeFazio",1,"9/5/2002","House","Harm",6,0.0719
"724",588,"Iraq","DeFazio",1,"9/10/2002","House","Harm",5,0.0712
"727",585,"Iraq","DeFazio",1,"9/18/2002","House","Harm",8,0.1066
"730",589,"Iraq","DeFazio",1,"9/25/2002","House","Harm",8,0.1142
"734",1365,"Iraq","Delahunt",1,"3/23/2000","House Hearings","Harm",1,0.0196
"739",1477,"Iraq","Delahunt",1,"10/9/2002","House","Harm",9,0.0356
"742",1896,"Sudan","Delahunt",1,"6/22/2005","House Hearings","Harm",1,0.1224
"749",1946,"Russia","Delahunt",1,"11/9/2008","House Hearings","Harm",9,0.0456
"752",1850,"Russia","Delahunt",1,"5/12/1999","House Hearings","Harm",2,0.0719
"757",1478,"Iraq","DeLauro",1,"10/9/2002","House","Harm",9,0.1264
"768",962,"Syria","Deutch",1,"3/20/2013","House Hearings","Harm",1,0.0083
"771",1480,"Iraq","Dicks",1,"10/9/2002","House","Harm",3,0.0339
"774",1017,"Libya","Dicks",1,"6/3/2011","House","Harm",2,0.0325
"775",1053,"Libya","Dicks",1,"6/24/2011","House","Harm",1,0.012
"777",1481,"Iraq","Dingell",1,"10/9/2002","House","Harm",2,0.0134
"778",2188,"Iraq","Dodd",1,"7/31/2002","Senate Hearings","Harm",1,0.0075
"782",515,"Iraq","Dodd",1,"10/9/2002","Senate","Harm",10,0.0266
"787",85,"Iraq","Dodd",1,"3/7/2003","Senate","Harm",3,0.0103
"797",86,"Sudan","Dodd",1,"9/14/2006","Senate","Harm",3,0.0158
"800",82,"Sudan","Dodd",1,"4/24/2007","Senate","Harm",2,0.0146
"808",83,"Sudan","Dodd",1,"8/2/2007","Senate","Harm",1,0.0123
"814",2307,"Russia","Dodd",1,"9/17/2008","Senate Hearings","Harm",3,0.0091
"819",1482,"Iraq","Doggett",1,"10/9/2002","House","Harm",8,0.0965
"822",1424,"Iraq","Doggett",1,"10/10/2002","House","Harm",2,0.0661
"825",592,"Iraq","Doggett",1,"3/6/2003","House","Harm",6,0.0815
"830",75,"Afghanistan","Dorgan",1,"9/14/2001","Senate","Harm",3,0.0337
"835",480,"Iraq","Dorgan",1,"10/10/2002","Senate","Harm",7,0.0412
"839",207,"Iraq","Dorgan",1,"3/12/1998","Senate","Harm",16,0.1232
"842",246,"Kosovo","Dorgan",1,"3/22/1999","Senate","Harm",1,0.009
"847",1484,"Iraq","Doyle",1,"10/9/2002","House","Harm",3,0.0303
"850",595,"Sudan","Doyle",1,"9/19/2006","House","Harm",7,0.1183
"853",594,"Sudan","Doyle",1,"7/26/2007","House","Harm",1,0.0546
"855",607,"Iraq","Durbin",1,"9/10/2002","House","Harm",29,0.0968
"860",433,"Iraq","Durbin",1,"10/10/2002","Senate","Harm",41,0.0701
"863",99,"Iraq","Durbin",1,"3/13/2003","Senate","Harm",15,0.0563
"866",343,"Syria","Durbin",1,"11/11/2003","Senate","Harm",3,0.0297
"871",100,"Sudan","Durbin",1,"5/2/2006","Senate","Harm",2,0.0121
"875",95,"Sudan","Durbin",1,"12/6/2006","Senate","Harm",2,0.0117
"879",416,"Iran","Durbin",1,"2/16/2007","Senate","Harm",25,0.1037
"883",96,"Sudan","Durbin",1,"2/16/2007","Senate","Harm",8,0.0477
"888",98,"Sudan","Durbin",1,"3/1/2007","Senate","Harm",6,0.0343
"893",101,"Sudan","Durbin",1,"5/10/2007","Senate","Harm",6,0.0286
"897",92,"Sudan","Durbin",1,"5/24/2007","Senate","Harm",2,0.017
"901",97,"Sudan","Durbin",1,"6/28/2007","Senate","Harm",2,0.0296
"905",921,"Sudan","Durbin",1,"7/31/2007","House","Harm",2,0.0119
"908",102,"Sudan","Durbin",1,"10/4/2007","Senate","Harm",2,0.0269
"910",103,"Sudan","Durbin",1,"10/26/2007","Senate","Harm",3,0.0472
"914",104,"Iran","Durbin",1,"10/30/2007","Senate","Harm",16,0.1293
"918",2223,"Libya","Durbin",1,"3/31/2011","Senate Hearings","Harm",2,0.0527
"924",244,"Syria","Durbin",1,"3/15/2012","Senate","Harm",11,0.0964
"929",495,"Syria","Durbin",1,"9/9/2013","Senate","Harm",16,0.0675
"934",105,"Iraq","EdwardsNC",1,"9/12/2002","Senate","Harm",3,0.0208
"938",1485,"Iraq","EdwardsTX",1,"10/9/2002","House","Harm",5,0.0798
"943",481,"Iraq","EdwardsNC",1,"10/10/2002","Senate","Harm",3,0.0215
"945",562,"Iran","Ellison",1,"4/15/2008","House","Harm",4,0.0254
"949",608,"Syria","Ellison",1,"6/2/2011","House","Harm",5,0.1066
"953",1103,"Kosovo","Engel",1,"3/17/1998","House","Harm",4,0.042
"956",1722,"Afghanistan","Engel",1,"9/14/2001","House","Harm",2,0.1116
"959",1266,"Syria","Engel",1,"11/20/2003","House","Harm",5,0.0411
"961",609,"Syria","Engel",1,"4/21/2004","House","Harm",1,0.0429
"964",722,"Iran","Engel",1,"4/26/2006","House","Harm",3,0.0662
"972",1155,"Iran","Engel",1,"7/9/2008","House Hearings","Harm",4,0.11
"976",1973,"Russia","Engel",1,"7/7/2011","House Hearings","Harm",2,0.0703
"979",795,"North Korea","Engel",1,"2/15/2013","House","Harm",1,0.0185
"981",616,"Syria","Engel",1,"9/11/2013","House","Harm",1,0.047
"984",613,"Kosovo","Engel",1,"3/24/1998","House","Harm",1,0.0121
"989",610,"Kosovo","Engel",1,"6/5/1998","House","Harm",3,0.0358
"993",611,"Iran","Engel",1,"6/11/1998","House","Harm",2,0.0303
"995",615,"Kosovo","Engel",1,"10/1/1998","House","Harm",2,0.0228
"999",614,"Kosovo","Engel",1,"3/24/1999","House","Harm",4,0.181
"1000",1664,"Afghanistan","Eshoo",1,"9/14/2001","House","Harm",1,0.0491
"1003",1486,"Iraq","Eshoo",1,"10/9/2002","House","Harm",7,0.1076
"1004",1591,"Afghanistan","Etheridge",1,"9/14/2001","House","Harm",2,0.0463
"1007",333,"Iran","Faircloth",1,"5/22/1998","Senate","Harm",1,0.0137
"1009",1651,"Afghanistan","Faleomavaega",1,"9/14/2001","House","Harm",1,0.0542
"1011",1488,"Iraq","Faleomavaega",1,"10/9/2002","House","Harm",9,0.0962
"1014",1804,"North Korea","Faleomavaega",1,"2/17/2005","House Hearings","Harm",2,0.0087
"1020",1863,"North Korea","Faleomavaega",1,"6/29/2006","House Hearings","Harm",1,0.0038
"1025",1947,"Russia","Faleomavaega",1,"11/9/2008","House Hearings","Harm",3,0.0303
"1029",1974,"Russia","Faleomavaega",1,"7/7/2011","House Hearings","Harm",4,0.0546
"1031",963,"Syria","Faleomavaega",1,"3/20/2013","House Hearings","Harm",3,0.0929
"1033",1851,"Russia","Faleomavaega",1,"5/12/1999","House Hearings","Harm",4,0.0218
"1035",1323,"Iraq","Farr",1,"10/10/2002","House","Harm",2,0.0764
"1036",1026,"Libya","Farr",1,"6/3/2011","House","Harm",1,0.0389
"1039",1345,"Iraq","Fattah",1,"10/10/2002","House","Harm",2,0.0711
"1041",111,"Kosovo","Feingold",1,"6/9/1998","Senate","Harm",5,0.0761
"1045",2279,"Russia","Feingold",1,"3/1/2000","Senate Hearings","Harm",1,0.0214
"1048",2486,"Sudan","Feingold",1,"6/11/2002","Senate Hearings","Harm",6,0.013
"1053",110,"Iraq","Feingold",1,"7/25/2002","Senate","Harm",4,0.0534
"1055",2191,"Iraq","Feingold",1,"7/31/2002","Senate Hearings","Harm",3,0.0166
"1058",183,"Sudan","Feingold",1,"9/13/2002","Senate","Harm",2,0.0218
"1061",184,"Iraq","Feingold",1,"9/26/2002","Senate","Harm",2,0.0128
"1065",373,"Iraq","Feingold",1,"10/9/2002","Senate","Harm",5,0.0139
"1071",116,"Sudan","Feingold",1,"3/30/2004","Senate","Harm",3,0.0439
"1075",114,"Sudan","Feingold",1,"5/6/2004","Senate","Harm",1,0.0131
"1078",2136,"Sudan","Feingold",1,"6/15/2004","Senate Hearings","Harm",1,0.0078
"1082",109,"Sudan","Feingold",1,"7/22/2004","Senate","Harm",1,0.0107
"1085",2471,"Sudan","Feingold",1,"9/9/2004","Senate Hearings","Harm",1,0.0091
"1089",107,"Sudan","Feingold",1,"2/2/2005","Senate","Harm",4,0.0446
"1092",108,"Russia","Feingold",1,"2/7/2005","Senate","Harm",1,0.0088
"1102",182,"Sudan","Feingold",1,"9/11/2006","Senate","Harm",1,0.0092
"1108",180,"Sudan","Feingold",1,"5/17/2007","Senate","Harm",1,0.0103
"1110",112,"Iran","Feingold",1,"6/22/2007","Senate","Harm",2,0.0398
"1114",923,"Sudan","Feingold",1,"7/31/2007","House","Harm",1,0.0068
"1118",181,"Iran","Feingold",1,"11/8/2007","Senate","Harm",1,0.0117
"1122",2447,"Sudan","Feingold",1,"4/23/2008","Senate Hearings","Harm",1,0.0413
"1128",2405,"Sudan","Feingold",1,"5/12/2010","Senate Hearings","Harm",1,0.0161
"1134",2424,"Sudan","Feingold",1,"5/15/1997","Senate Hearings","Harm",4,0.0179
"1138",196,"Iran","Feinstein",1,"2/22/2000","Senate","Harm",1,0.0113
"1141",210,"Iraq","Feinstein",1,"9/5/2002","Senate","Harm",18,0.0916
"1146",581,"Iraq","Feinstein",1,"9/5/2002","Senate","Harm",19,0.0963
"1151",212,"Iraq","Feinstein",1,"9/25/2002","Senate","Harm",22,0.0941
"1154",486,"Iraq","Feinstein",1,"10/10/2002","Senate","Harm",3,0.0319
"1158",185,"North Korea","Feinstein",1,"4/10/2003","Senate","Harm",4,0.016
"1164",236,"Syria","Feinstein",1,"9/11/2013","Senate","Harm",17,0.0548
"1168",211,"Kosovo","Feinstein",1,"9/23/1998","Senate","Harm",5,0.0869
"1170",1309,"Iraq","Filner",1,"10/10/2002","House","Harm",3,0.1904
"1171",1236,"Iraq","Ford",1,"10/9/2002","House","Harm",3,0.0295
"1174",624,"Iraq","Frank",1,"12/20/2001","House","Harm",4,0.0433
"1182",1012,"Libya","Frank",1,"6/3/2011","House","Harm",2,0.0528
"1189",1426,"Iraq","Frost",1,"10/10/2002","House","Harm",2,0.0345
"1191",1079,"Libya","Garamendi",1,"6/24/2011","House","Harm",2,0.1195
"1193",817,"Libya","Garamendi",1,"6/24/2011","House","Harm",1,0.0961
"1195",1666,"Afghanistan","Gephardt",1,"9/14/2001","House","Harm",1,0.0099
"1198",1434,"Iraq","Gephardt",1,"10/10/2002","House","Harm",6,0.0238
"1200",1452,"Iraq","Gonzalez",1,"10/10/2002","House","Harm",3,0.1124
"1202",1708,"Afghanistan","GrahamSC",1,"9/14/2001","House","Harm",1,0.0489
"1206",303,"Syria","GrahamSC",1,"5/9/2013","Senate","Harm",20,0.1255
"1210",1657,"Afghanistan","GreenG",1,"9/14/2001","House","Harm",1,0.0403
"1213",543,"Sudan","GreenA",1,"4/5/2006","House","Harm",2,0.0769
"1217",879,"Sudan","GreenA",1,"9/20/2006","House","Harm",1,0.0195
"1219",646,"Sudan","Hall",1,"6/3/1998","House","Harm",1,0.0716
"1227",640,"Iraq","Hamilton",1,"10/5/1998","House","Harm",1,0.0072
"1230",484,"Iraq","Harkin",1,"10/10/2002","Senate","Harm",9,0.0689
"1233",1496,"Iraq","Harman",1,"10/9/2002","House","Harm",5,0.0377
"1238",1450,"Iraq","HastingsFL",1,"10/10/2002","House","Harm",9,0.1373
"1240",1074,"Libya","HastingsFL",1,"6/24/2011","House","Harm",3,0.0882
"1243",1317,"Iraq","Hinchey",1,"10/10/2002","House","Harm",2,0.1324
"1246",1580,"Afghanistan","Hinojosa",1,"9/14/2001","House","Harm",4,0.1615
"1249",1498,"Iraq","Hinojosa",1,"10/9/2002","House","Harm",4,0.0773
"1251",1349,"Sudan","Hinojosa",1,"2/8/2007","House Hearings","Harm",1,0.0483
"1254",1089,"Libya","Hirono",1,"6/24/2011","House","Harm",2,0.033
